country,year,sex,value,quality_obs_status_label,quality_note_indicator_label,quality_note_source_label,source_label,indicator_label
Bosnia and Herzegovina,2016,Female,41.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Bosnia and Herzegovina,2015,Male,43.15,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Bosnia and Herzegovina,2015,Female,41.47,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2024,Male,39.54,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2024,Female,38.3,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2023,Male,39.58,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2023,Female,38.3,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2022,Male,39.57,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2022,Female,38.3,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2021,Male,39.52,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2021,Female,38.4,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2020,Male,39.51,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2020,Female,38.32,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2019,Male,39.56,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2019,Female,38.25,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2018,Male,39.57,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2018,Female,38.39,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2017,Male,39.58,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2017,Female,38.31,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2016,Male,39.59,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belarus,2016,Female,38.31,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belize,2019,Male,46.13,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belize,2019,Female,40.65,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belize,2018,Male,46.72,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belize,2018,Female,42.06,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belize,2015,Male,51.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: April,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Belize,2015,Female,45.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: April,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2024,Male,43.56,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2024,Female,36.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2023,Male,43.85,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2023,Female,36.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2022,Male,44.12,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2022,Female,37.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2021,Male,43.86,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2021,Female,37.71,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2020,Male,45.98,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2020,Female,39.39,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2019,Male,44.19,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2019,Female,36.75,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2018,Male,44.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2018,Female,37.67,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2017,Male,45.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2017,Female,38.38,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2016,Male,46.38,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2016,Female,39.38,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2015,Male,48.46,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Survey,Mean weekly hours usually worked per employee by sex
Bolivia (Plurinational State of),2015,Female,41.95,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Survey,Mean weekly hours usually worked per employee by sex
Brazil,2025,Male,41.24,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2025,Female,37.82,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2024,Male,41.25,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2024,Female,37.73,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2023,Male,41.3,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2023,Female,37.74,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2022,Male,41.45,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2022,Female,37.82,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2021,Male,41.46,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2021,Female,37.63,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2020,Male,41.45,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2020,Female,37.55,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2019,Male,41.45,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2019,Female,37.53,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2018,Male,41.43,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2018,Female,37.44,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2017,Male,41.46,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2017,Female,37.58,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2016,Male,41.55,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2016,Female,37.76,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2015,Male,41.82,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brazil,2015,Female,37.62,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,Mean weekly hours usually worked per employee by sex
Brunei Darussalam,2024,Male,48.55,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Brunei Darussalam,2024,Female,46.58,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
